time,NW,NE,SW,SE
2011-01-01 00:00:00,0.0,0.004157365147584404,0.0932000898847393,0.032795716734493476
2011-01-01 01:00:00,0.0,0.0015689282635458154,0.048014188124463446,0.023562505743861976
2011-01-01 02:00:00,0.0,0.0013536125226737627,0.019528523769254,0.0165071806876488
2011-01-01 03:00:00,0.0,0.0009607941496605967,0.001626773597368228,0.0015700486750384562
2011-01-01 04:00:00,0.0,9.71014203588947e-05,0.0009350667591967615,0.0004084059615540349
2011-01-01 05:00:00,0.0,0.0,0.00040677014519186584,0.0
2011-01-01 06:00:00,0.0,0.0,0.0,0.0
2011-01-01 07:00:00,0.0,0.0,0.0,0.0
2011-01-01 08:00:00,0.0001605998456867692,0.0,0.00015075495040494633,0.0
2011-01-01 09:00:00,0.0005041388125201456,4.166481541652306e-06,0.0005236478412852568,0.0
2011-01-01 10:00:00,0.0007311873186647503,0.0,0.0008683605910905826,0.0
2011-01-01 11:00:00,0.010953387403799817,0.0006248487366570367,0.00892719451118918,0.0004264237054812363
2011-01-01 12:00:00,0.03570154172922271,0.0010771996834698847,0.028103264718273888,0.0007757844488605175
2011-01-01 13:00:00,0.0594479196211871,0.005317663834765066,0.04586009496177723,0.0012710359361436632
2011-01-01 14:00:00,0.08485812766879212,0.028461952614628413,0.06433666921129413,0.01665151898377861
2011-01-01 15:00:00,0.09360801939870797,0.023004878190607807,0.08155406690111347,0.03377035045935438
2011-01-01 16:00:00,0.07148279863245346,0.0010697339095321356,0.08311318416221469,0.021949556917926067
2011-01-01 17:00:00,0.047857953442467585,0.0,0.08214408276127834,0.012367396572836083
2011-01-01 18:00:00,0.029841447577756995,0.0,0.08771300315856934,0.007175929016537136
2011-01-01 19:00:00,0.022648935614068524,0.0,0.10346232676038555,0.016408496043261358
2011-01-01 20:00:00,0.026140259371863473,0.0,0.13217395427180273,0.029128376175375545
2011-01-01 21:00:00,0.03935246685751123,0.0,0.15149451938329958,0.03577310080621757
2011-01-01 22:00:00,0.029588776476242962,0.0003415537036322301,0.14196293026793239,0.028853222825168785
2011-01-01 23:00:00,0.014210229216058268,0.0007903357736425463,0.1159511126723944,0.02599272385142208
2011-01-02 00:00:00,0.01660811355690551,0.001253770457373725,0.09630254670685412,0.031721618829988966
2011-01-02 01:00:00,0.049887708589142446,0.02346644214555329,0.1112216594172459,0.05592671095156202
2011-01-02 02:00:00,0.08742846694647097,0.04855501612806632,0.1301887689852247,0.05552960377113492
2011-01-02 03:00:00,0.1268457898906633,0.07711571805617388,0.15103118092406032,0.07375862084183038
2011-01-02 04:00:00,0.15454371770222983,0.08989621611202464,0.1538385596929812,0.0761555924135096
2011-01-02 05:00:00,0.15247487554363176,0.07879925709144742,0.13894889868941962,0.06957484226600796
2011-01-02 06:00:00,0.1441805736691344,0.056511607824587355,0.11342338487213734,0.0468673448936612
2011-01-02 07:00:00,0.11397318512785669,0.03550758431939518,0.07283633830500584,0.01476097652335572
2011-01-02 08:00:00,0.08597932609857298,0.020727155255336388,0.04522849064247281,0.001426839361003801
2011-01-02 09:00:00,0.06889997744092755,0.014986284807616587,0.02603210732827779,0.0011099584741530075
2011-01-02 10:00:00,0.02926674933215372,0.0009119522337820016,0.0011733902825249566,0.00021617163240520004
2011-01-02 11:00:00,0.024654182733273973,0.0010602501482745402,0.0012003475544499417,0.0004143921378391241
2011-01-02 12:00:00,0.027831308592378704,0.0013123345530890171,0.005891006366879332,0.0008857008678461213
2011-01-02 13:00:00,0.02801017239202861,0.0035892082195655975,0.022119145377788668,0.0014561477050282598
2011-01-02 14:00:00,0.025621800640829247,0.007274127863591014,0.026072213852327632,0.006620527092927422
2011-01-02 15:00:00,0.04158410683176876,0.02643784978031333,0.04115529465519525,0.031134899924783146
2011-01-02 16:00:00,0.0823692480723063,0.06241379999646954,0.07930229691898122,0.08581070338978486
2011-01-02 17:00:00,0.1175400322558833,0.06581956265019435,0.12595028269524666,0.12023398689195222
2011-01-02 18:00:00,0.15648938861547732,0.07429749357934091,0.17841732424069073,0.1422887222439635
2011-01-02 19:00:00,0.2420901067895827,0.09078217487709195,0.26643940358380086,0.1614329277300367
2011-01-02 20:00:00,0.359688275779774,0.11605398327696557,0.3489197702968822,0.1920941109750785
2011-01-02 21:00:00,0.40942300846374113,0.11763231427061792,0.3768061500748778,0.1981726565392189
2011-01-02 22:00:00,0.37189140039331775,0.0858767593608183,0.3253127858529683,0.17051618473202573
2011-01-02 23:00:00,0.32776719448613184,0.08400592149472705,0.31575771562414234,0.15352952714059867
2011-01-03 00:00:00,0.19653500450981987,0.04400802087160497,0.20146300122628805,0.06215247453427782
2011-01-03 01:00:00,0.15346056106043798,0.056251544578402646,0.16086405398798925,0.06371219952901204
2011-01-03 02:00:00,0.1387544823627846,0.05782372811261345,0.1219100695030362,0.03438350577759587
2011-01-03 03:00:00,0.13811506477056765,0.0662529234792672,0.11068248281291887,0.029881531506582022
2011-01-03 04:00:00,0.13141557282092525,0.05197779805052514,0.09016263718698539,0.015091228329278283
2011-01-03 05:00:00,0.10014602950975006,0.014746967483969295,0.06937235009436514,0.001390298986746595
2011-01-03 06:00:00,0.05807682579638911,0.0007985923804488836,0.03726905155805201,0.0005026981721516528
2011-01-03 07:00:00,0.02574726062662461,3.153046751333997e-05,0.0074925559018951616,0.0
2011-01-03 08:00:00,0.019313812645432218,2.992854398839614e-05,0.001610135720446219,0.0
2011-01-03 09:00:00,0.030989217212776733,0.000840545479768242,0.0023190741445503985,0.00031263259501239057
